,posicao,fortuna,industria,nome_completo,idade,pais_de_residencia,fonte,genero,ipca_do_pais,variacao_do_ipca,pib_do_pais,expectativa_de_vida,receita_tributaria,taxa_de_imposto,pop_do_pais,continente
1658,1647,1800,Mídia e entretenimento,Joao Roberto Marinho,69,Brazil,Mídia,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
1659,1647,1800,Mídia e entretenimento,Jose Roberto Marinho,67,Brazil,Mídia,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
1660,1647,1800,Mídia e entretenimento,Roberto Irineu Marinho,75,Brazil,Mídia,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
1661,1647,1800,Saúde,Gary Michelson,74,United States,Medical patents,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1662,1647,1800,Tecnologia,Robert G. Miller,77,Canada,Componentes eletrônicos,Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
1663,1647,1800,Imobiliário,David Mindus,51,Sweden,Imóveis,Masc,110.51,1.8,530832908738,82.5,27.9,49.1,10285453,Europe
1664,1647,1800,Tecnologia,Adriaan Mol,39,Netherlands,Fintech,Masc,115.91,2.6,909070395161,81.8,23.0,41.2,17332850,Europe
1665,1647,1800,Imobiliário,Mofatraj Munot,78,India,Imóveis,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
1667,1647,1800,Manufatura,Satyanarayan Nuwal,70,India,Explosivos industriais,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
1668,1647,1800,Diversificado,Nihat Ozdemir,72,Turkey,Diversificados,Masc,234.44,15.2,754411708203,77.4,17.9,42.3,83429615,Asia
1669,1647,1800,Tecnologia,Benjamin Zhengmin Pan & family,53,China,Eletrônicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1670,1647,1800,Mídia e entretenimento,Pierre Karl Péladeau,61,Canada,Mídia,Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
1671,1647,1800,Finanças e investimentos,Ronald Perelman,80,United States,Aquisições alavancadas,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1672,1647,1800,Tecnologia,Olivier Pomel,46,United States,Computação em nuvem,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1673,1647,1800,Mídia e entretenimento,Krit Ratanarak,76,Thailand,"Mídia, imóveis",Masc,113.27,0.7,543649976166,76.9,14.9,29.5,69625582,Asia
1674,1647,1800,Manufatura,Vinod Saraf,70,India,Produtos químicos,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
1675,1647,1800,Tecnologia,Karin Schick,65,Germany,Tecnologia da informação,Fem,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
1676,1647,1800,Metais e mineração,Anatoly Sedykh,58,Russia,Tubos de aço,Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
1677,1647,1800,Alimentos e bebidas,Genhuo Shao,57,China,Agronegócios,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1678,1647,1800,Energia,Shen Xiqiang & family,75,China,Produtos químicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1679,1647,1800,Tecnologia,S.D. Shibulal,68,India,Serviços de software,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
1680,1647,1800,Moda e varejo,Suh Kyung-bae,60,South Korea,Cosméticos,Masc,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098,Asia
1681,1647,1800,Alimentos e bebidas,Bambang Sutantio,64,Indonesia,Laticínios e produtos de consumo,Masc,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917,Asia
1682,1647,1800,Manufatura,Sze Man Bok,73,China,Produtos de higiene,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1684,1647,1800,Manufatura,Tran Dinh Long,62,Vietnam,Aço,Masc,163.52,2.8,261921244843,75.3,19.1,37.6,96462106,Asia
1685,1647,1800,Tecnologia,Alan Trefler,67,United States,Software,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1686,1647,1800,Finanças e investimentos,Riaz Valani,46,United States,Cigarros eletrônicos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1687,1647,1800,Tecnologia,Pieter van der Does,53,Netherlands,Software de pagamentos,Masc,115.91,2.6,909070395161,81.8,23.0,41.2,17332850,Europe
1688,1647,1800,Manufatura,Martin Viessmann,69,Germany,Equipamentos de aquecimento e resfriamento,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
1689,1647,1800,Tecnologia,Nikil Viswanathan,35,United States,Tecnologia blockchain,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1690,1647,1800,Mídia e entretenimento,Todd Wagner,62,United States,Mídia on-line,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1691,1647,1800,Tecnologia,Evan Williams,51,United States,Twitter,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1692,1647,1800,Metais e mineração,Kie Chie Wong,75,Australia,Investimentos,Masc,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605,Oceania
1694,1647,1800,Energia,Wu Yingming,56,China,Baterias,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1695,1647,1800,Saúde,Amy Wyss,52,United States,Equipamentos médicos,Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1696,1647,1800,Imobiliário,Yan Zhi,50,China,Imóveis,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1697,1647,1800,Moda e varejo,Yoshiaki Yoshida,82,Japan,Cosméticos,Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
1698,1647,1800,Manufatura,Alan Zekelman,60,United States,Aço,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1699,1647,1800,Imobiliário,Zhang Li,70,China,Imóveis,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1700,1725,1700,Esportes,Amy Adams Strunk,67,United States,Tennessee Titans,Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1701,1725,1700,Finanças e investimentos,Marc Andreessen,51,United States,Investimento em capital de risco,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1702,1725,1700,Metais e mineração,Giovanni Arvedi,85,Italy,Aço,Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
1703,1725,1700,Imobiliário,Lesley Bamberger,57,Netherlands,Imóveis,Masc,115.91,2.6,909070395161,81.8,23.0,41.2,17332850,Europe
1704,1725,1700,Mídia e entretenimento,Bang Si-hyuk,50,South Korea,Entretenimento,Masc,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098,Asia
1705,1725,1700,Finanças e investimentos,David Booth,77,United States,Fundos mútuos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1706,1725,1700,Tecnologia,Jim Breyer,61,United States,Capital de risco,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1707,1725,1700,Manufatura,Chen Kaichen,59,China,Produtos químicos para o lar,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1708,1725,1700,Manufatura,Kommer Damen,79,Netherlands,Construção naval,Masc,115.91,2.6,909070395161,81.8,23.0,41.2,17332850,Europe
1709,1725,1700,Alimentos e bebidas,Carl DeSantis,83,United States,Bebidas energéticas,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1710,1725,1700,Finanças e investimentos,Marek Dospiva,53,Czech Republic,Investimentos,Masc,116.48,2.8,246489245495,79.0,14.9,46.1,10669709,Europe
1711,1725,1700,Saúde,Keith Dunleavy & family,53,United States,TI para saúde,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1712,1725,1700,Finanças e investimentos,John Elkann,47,Italy,"FIAT, investimentos",Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
1713,1725,1700,Automotivo,Francois Feuillet & family,74,France,"Motorhomes, RVs",Masc,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887,Europe
1714,1725,1700,Mídia e entretenimento,Yasuhiro Fukushima,75,Japan,Videogames,Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
1715,1725,1700,Finanças e investimentos,Mario Gabelli,81,United States,Gerenciamento de dinheiro,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1716,1725,1700,Finanças e investimentos,Rolf Gerling,68,Switzerland,Seguros,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
1717,1725,1700,Imobiliário,John Goff,67,United States,Imóveis,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1718,1725,1700,Moda e varejo,Alexandre Grendene Bartelle,73,Brazil,Calçados,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
1719,1725,1700,Moda e varejo,Gerry Harvey,83,Australia,Varejo,Masc,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605,Oceania
1720,1725,1700,Tecnologia,He Zhaoxi,49,China,Software,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1721,1725,1700,Imobiliário,William Heinecke,73,Thailand,Hotéis,Masc,113.27,0.7,543649976166,76.9,14.9,29.5,69625582,Asia
1722,1725,1700,Finanças e investimentos,Jay Hennick,66,Canada,Financiamento imobiliário,Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
1723,1725,1700,Manufatura,Ilkka Herlin,64,Finland,"Elevadores, escadas rolantes",Masc,112.33,1.0,268761201365,81.7,20.8,36.6,5520314,Europe
1724,1725,1700,Imobiliário,Asok Kumar Hiranandani,68,Singapore,Imóveis,Masc,114.41,0.6,372062527489,83.1,13.1,21.0,5703569,Asia
1725,1725,1700,Finanças e investimentos,Hal Jackman,90,Canada,"Seguros, investimentos",Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
1726,1725,1700,Manufatura,Pavan Jain,71,India,Produtos químicos,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
1727,1725,1700,Imobiliário,Keeree Kanjanapas,72,Thailand,Transporte,Masc,113.27,0.7,543649976166,76.9,14.9,29.5,69625582,Asia
1728,1725,1700,Saúde,Osman Kibar,52,United States,Biotecnologia,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1729,1725,1700,Moda e varejo,Kim Chang-soo,62,South Korea,Vestuário,Masc,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098,Asia
1730,1725,1700,Moda e varejo,Mustafa Kucuk,59,Turkey,Varejo de moda,Masc,234.44,15.2,754411708203,77.4,17.9,42.3,83429615,Asia
1733,1725,1700,Diversificado,Lau Cho Kun,87,Malaysia,"Óleo de palma, propriedade",Masc,121.46,0.7,364701517788,76.0,12.0,38.7,32447385,Asia
1734,1725,1700,Tecnologia,Alexis Lê-Quôc,48,United States,Computação em nuvem,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1735,1725,1700,Saúde,Lei Jufang,70,China,Farmacêutico,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1736,1725,1700,Saúde,James Leininger,78,United States,Produtos médicos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1737,1725,1700,Alimentos e bebidas,Xuhui Li,54,China,Molho de soja,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1738,1725,1700,Alimentos e bebidas,Jimmy John Liautaud,59,United States,Cadeia de sanduíches,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1739,1725,1700,Metais e mineração,Lin Lairong & family,54,China,Mineração de minério de ferro,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1740,1725,1700,Tecnologia,Lu Di,59,China,Drones,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1741,1725,1700,Tecnologia,Palmer Luckey,30,United States,Realidade virtual,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1742,1725,1700,Finanças e investimentos,Duncan MacMillan,85,United States,Bloomberg LP,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1743,1725,1700,Tecnologia,Yusaku Maezawa,47,Japan,Varejo on-line,Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
1744,1725,1700,Moda e varejo,Ilson Mateus & family,60,Brazil,Supermercados,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
1745,1725,1700,Manufatura,Meng Qingshan & family,74,China,Produtos químicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1746,1725,1700,Moda e varejo,Alberto Palatchi,73,Spain,Vestidos de noiva,Masc,110.96,0.7,1394116310769,83.3,14.2,47.0,47076781,Europe
1747,1725,1700,Manufatura,Mrudula Parekh,75,India,Adesivos,Fem,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
1748,1725,1700,Moda e varejo,Dragos Paval,56,Romania,Varejo,Masc,123.78,3.8,250077444017,75.4,14.6,20.0,19356544,Europe
1749,1725,1700,Imobiliário,Jorge Perez,73,United States,Imóveis,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1750,1725,1700,Metais e mineração,Dmitry Pumpyansky,59,Russia,Tubos de aço,Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
1751,1725,1700,Saúde,Jinsheng Ren & family,60,China,Produtos farmacêuticos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1752,1725,1700,Mídia e entretenimento,Brian Roberts,63,United States,Comcast,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1753,1725,1700,Alimentos e bebidas,"Joe Rogers, Jr.",76,United States,Waffle House,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1754,1725,1700,Manufatura,Ruan Shuilong & family,87,China,Produtos químicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1755,1725,1700,Imobiliário,Paul Saville,67,United States,Construtora de casas,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1756,1725,1700,Diversificado,Ivan Savvidis & family,64,Russia,Agronegócios,Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
1757,1725,1700,Saúde,Keiichi Shibahara,58,Japan,Saúde,Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
1758,1725,1700,Manufatura,Rajju Shroff,89,India,Agroquímicos,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
1759,1725,1700,Moda e varejo,Sun Huaiqing & family,53,China,Cosméticos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1760,1725,1700,Imobiliário,Alain Taravella,75,France,Desenvolvimento imobiliário,Masc,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887,Europe
1761,1725,1700,Diversificado,Jonathan Tisch,69,United States,"Seguros, equipe da NFL",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1762,1725,1700,Serviços,Kenneth Tuchman,63,United States,Centros de chamadas,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1764,1725,1700,Tecnologia,Wang Minwen,59,China,Semicondutores,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1765,1725,1700,Esportes,Tom Werner,72,United States,Equipes esportivas,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1766,1725,1700,Imobiliário,Stephen Winn,76,United States,Serviços imobiliários,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1767,1725,1700,Energia,Ian Wood & family,80,United Kingdom,Serviços de energia,Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
1768,1725,1700,Manufatura,Wu Lanlan & family,49,China,Embalagens,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1769,1725,1700,Alimentos e bebidas,Xu Bingzhong,49,China,Bars,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1770,1725,1700,Manufatura,Yang Xuegang,58,China,Coking,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1771,1725,1700,Telecomunicações,Vladimir Yevtushenkov,74,Russia,"Telecomunicações, investimentos",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
1772,1725,1700,Tecnologia,David Zalik,49,United States,Tecnologia financeira,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1773,1725,1700,Logística,Zhang Xiaojuan,53,China,Logística,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1774,1725,1700,Manufatura,Zheng Xiaodong,59,China,Manufatura,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1775,1725,1700,Manufatura,Zhong Ruonong & family,60,China,Eletrônicos,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1776,1804,1600,Saúde,Noubar Afeyan,60,United States,Biotecnologia,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1777,1804,1600,Construção e engenharia,Syed Mokhtar AlBukhary,71,Malaysia,"Engenharia, automotivo",Masc,121.46,0.7,364701517788,76.0,12.0,38.7,32447385,Asia
1778,1804,1600,Finanças e investimentos,"Herbert Allen, Jr. & family",83,United States,Banco de investimentos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1779,1804,1600,Metais e mineração,Vasily Anisimov,71,Switzerland,Imóveis,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
1780,1804,1600,Finanças e investimentos,Clifford Asness,56,United States,Gerenciamento de dinheiro,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1781,1804,1600,Finanças e investimentos,Louis Bacon,66,United States,Fundos de hedge,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1782,1804,1600,Moda e varejo,Christian Birkenstock,50,Austria,Calçados,Masc,118.06,1.5,446314739528,81.6,25.4,51.4,8877067,Europe
1783,1804,1600,Alimentos e bebidas,Josef Boquoi & family,89,Germany,Alimentos congelados,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
1784,1804,1600,Tecnologia,Cai Huabo,47,China,Eletrônicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1785,1804,1600,Tecnologia,Chen Tianshi,38,China,Semicondutores,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1787,1804,1600,Tecnologia,Chey Tae-won,62,South Korea,"Petróleo, semicondutores",Masc,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098,Asia
1788,1804,1600,Imobiliário,Ivan Chrenko,55,Slovakia,Imóveis,Masc,115.34,2.7,105422304976,77.2,18.7,49.7,5454073,Europe
1789,1804,1600,Construção e engenharia,Robert Clark,64,United States,Construção civil,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1790,1804,1600,Finanças e investimentos,Jack Cockwell,82,Canada,"Imóveis, patrimônio privado",Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
1791,1804,1600,Finanças e investimentos,Tench Coxe,65,United States,Capital de risco,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1792,1804,1600,Esportes,Jim Crane,69,United States,"Logística, beisebol",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1793,1804,1600,Logística,Norbert Dentressangle,68,France,"Transporte, logística",Masc,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887,Europe
1794,1804,1600,Finanças e investimentos,Jamie Dimon,67,United States,Bancos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1795,1804,1600,Tecnologia,Daniel Dines,51,United States,Software,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1796,1804,1600,Finanças e investimentos,Alfredo Egydio Arruda Villela Filho,53,Brazil,Bancos,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
1797,1804,1600,Metais e mineração,Gary Fegel,49,Switzerland,"Commodities, investimentos",Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
1798,1804,1600,Finanças e investimentos,"William Foley, II.",78,United States,Serviços financeiros,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1799,1804,1600,Moda e varejo,Richard Fortin,74,Canada,Lojas de conveniência,Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
1800,1804,1600,Saúde,Gao Yi & family,54,China,Farmacêutico,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1801,1804,1600,Saúde,Giammaria Giuliani,45,Switzerland,Farmacêutico,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
1802,1804,1600,Finanças e investimentos,Bill Gross,78,United States,Investimentos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1803,1804,1600,Finanças e investimentos,Sue Gross,73,United States,Investimentos,Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1804,1804,1600,Esportes,Irving Grousbeck & family,88,United States,"Telecomunicações, esportes",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1805,1804,1600,Energia,Timothy Headington,72,United States,"Petróleo e gás, investimentos",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1806,1804,1600,Manufatura,Ilona Herlin,58,Finland,"Elevadores, escadas rolantes",Fem,112.33,1.0,268761201365,81.7,20.8,36.6,5520314,Europe
1807,1804,1600,Diversificado,David Hoffmann,70,United States,"Pesquisa de executivos, investimentos",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1808,1804,1600,Mídia e entretenimento,Stanley Hubbard,89,United States,DirecTV,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
1809,1804,1600,Manufatura,Hui Lin Chit,69,China,Produtos de higiene,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
1810,1804,1600,Metais e mineração,Tianjiang Jia & family,60,China,Metais não ferrosos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
