,posicao,fortuna,industria,nome_completo,idade,pais_de_residencia,city_of_residence,fonte,citizenship,genero,birth_date,last_name,first_name,residence_state,residence_region,birth_year,birth_month,birth_day,ipca_do_pais,variacao_do_ipca,pib_do_pais,g_tertiary_ed_enroll,g_primary_ed_enroll,expectativa_de_vida,receita_tributaria,taxa_de_imposto,pop_do_pais,country_lat,country_long,continente
1604,1575,1900,Manufatura,Qinxiang Shao,68,China,Hangzhou,Diversificados,China,Masc,1954-09-01,Shao,Qinxiang,No subdivisions info,No subdivisions info,1954,9,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1605,1575,1900,Tecnologia,Hua Shen,60,China,Jiaxing,Semicondutores,United States,Masc,1963-01-01,Shen,Hua,No subdivisions info,No subdivisions info,1963,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1607,1575,1900,Finanças e investimentos,Peter Sondakh,73,Indonesia,Surabaya,Investimentos,Indonesia,Masc,1950-02-26,Sondakh,Peter,No subdivisions info,No subdivisions info,1950,2,26,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,Asia
1608,1575,1900,Alimentos e bebidas,Lucy Stitzer,63,United States,Greenwich,Cargill,United States,Fem,1960-01-01,Stitzer,Lucy,Connecticut,Northeast,1960,1,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1609,1575,1900,Diversificado,Elizabeth Sy,70,Philippines,Manila,Diversificados,Philippines,Fem,1952-06-01,Sy,Elizabeth,No subdivisions info,No subdivisions info,1952,6,1,129.61,2.5,376795508680,35.5,107.5,71.1,14.0,43.1,108116615,12.879721,121.774017,Asia
1610,1575,1900,Manufatura,Hermanto Tanoko,60,Indonesia,Surabaya,Tintas,Indonesia,Masc,1962-09-17,Tanoko,Hermanto,No subdivisions info,No subdivisions info,1962,9,17,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,Asia
1611,1575,1900,Construção e engenharia,Mehmet Sinan Tara,64,Turkey,Istanbul,Construção civil,Turkey,Masc,1958-05-24,Tara,Mehmet Sinan,No subdivisions info,No subdivisions info,1958,5,24,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,Asia
1612,1575,1900,Moda e varejo,Masateru Uno & family,76,Japan,Fukuoka,Farmácias,Japan,Masc,1947-02-06,Uno,Masateru,No subdivisions info,No subdivisions info,1947,2,6,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
1613,1575,1900,Energia,Vardis Vardinoyannis & family,90,Greece,Athens,Oil and gas,Greece,Masc,1933-01-01,Vardinoyannis & family,Vardis,No subdivisions info,No subdivisions info,1933,1,1,101.87,0.2,209852761469,136.6,99.6,81.3,26.2,51.9,10716322,39.074208,21.824312,Europe
1614,1575,1900,Imobiliário,Jitendra Virwani,57,India,Bangalore,Imóveis,India,Masc,1966-02-18,Virwani,Jitendra,No subdivisions info,No subdivisions info,1966,2,18,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1615,1575,1900,Imobiliário,Wang Chaobin,67,China,Zhengzhou,Imóveis,China,Masc,1956-01-01,Wang,Chaobin,No subdivisions info,No subdivisions info,1956,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1616,1575,1900,Moda e varejo,Wang Ren-sheng,91,China,Zhengzhou,Varejo,Taiwan,Masc,1931-12-01,Wang,Ren-sheng,No subdivisions info,No subdivisions info,1931,12,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1617,1575,1900,Alimentos e bebidas,Charlotte Colket Weber,80,United States,Hobe Sound,Sopa Campbell,United States,Fem,1942-11-19,Weber,Charlotte Colket,Florida,South,1942,11,19,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1618,1575,1900,Saúde,Xie Juhua & family,72,China,Nanjing,Farmacêutico,China,Fem,1951-01-01,Xie,Juhua,No subdivisions info,No subdivisions info,1951,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1619,1575,1900,Manufatura,Chuanhua Xu & family,88,China,Hangzhou,"Chemicals, logistics",China,Masc,1935-01-01,Xu,Chuanhua,No subdivisions info,No subdivisions info,1935,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1620,1575,1900,Finanças e investimentos,Gavril Yushvaev & family,65,Israel,Unknown,"Precious metals, real estate",Russia,Masc,1957-07-23,Yushvaev,Gavril,No subdivisions info,No subdivisions info,1957,7,23,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,Asia
1621,1575,1900,Diversificado,Zhang Hongwei,68,China,Beijing,"Oil, banking",China,Masc,1954-12-26,Zhang,Hongwei,No subdivisions info,No subdivisions info,1954,12,26,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1622,1575,1900,Manufatura,Anita Zucker,71,United States,Charleston,Produtos químicos,United States,Fem,1952-01-19,Zucker,Anita,South Carolina,South,1952,1,19,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1623,1647,1800,Tecnologia,Cameron Adams,43,Australia,Sydney,Software,Australia,Masc,1979-12-26,Adams,Cameron,No subdivisions info,No subdivisions info,1979,12,26,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,Oceania
1624,1647,1800,Moda e varejo,Will Adderley,51,United Kingdom,Unknown,Móveis para casa,United Kingdom,Masc,1972-03-04,Adderley,Will,No subdivisions info,No subdivisions info,1972,3,4,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
1625,1647,1800,Diversificado,Faisal Bin Qassim Al Thani,75,Qatar,Doha,"Hotels, diversified",Qatar,Masc,1948-01-01,Al Thani,Faisal Bin Qassim,No subdivisions info,No subdivisions info,1948,1,1,115.38,-0.7,183466208791,17.9,103.8,80.1,14.7,11.3,2832067,25.354826,51.183884,Asia
1626,1647,1800,Esportes,Leslie Alexander,79,United States,Houston,Sports team,United States,Masc,1943-06-30,Alexander,Leslie,Texas,South,1943,6,30,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1627,1647,1800,Imobiliário,Masaaki Arai,57,Japan,Tokyo,Home sales,Japan,Masc,1965-10-29,Arai,Masaaki,No subdivisions info,No subdivisions info,1965,10,29,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Asia
1628,1647,1800,Moda e varejo,Sabrina Benetton,49,Italy,Treviso,"Varejo de moda, investimentos",Italy,Fem,1973-10-04,Benetton,Sabrina,No subdivisions info,No subdivisions info,1973,10,4,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
1629,1647,1800,Tecnologia,Sanjeev Bikhchandani,59,India,Delhi,Internet,India,Masc,1963-06-29,Bikhchandani,Sanjeev,No subdivisions info,No subdivisions info,1963,6,29,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1630,1647,1800,Finanças e investimentos,O. Francis Biondi,58,United States,New York,Fundos de hedge,United States,Masc,1964-07-04,Biondi,O. Francis,New York,Northeast,1964,7,4,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1631,1647,1800,Energia,Alejandro Bulgheroni,78,Uruguay,Manantiales,Petróleo e gás,Argentina,Masc,1944-11-01,Bulgheroni,Alejandro,No subdivisions info,No subdivisions info,1944,11,1,202.92,7.9,56045912952,63.1,108.5,77.8,20.1,41.8,3461734,-32.522779,-55.765835,South America
1632,1647,1800,Alimentos e bebidas,R.G. Chandramogan,74,India,Chennai,Laticínios,India,Masc,1949-03-01,Chandramogan,R.G.,No subdivisions info,No subdivisions info,1949,3,1,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1633,1647,1800,Diversificado,Binod Chaudhary,67,Nepal,Kathmandu,Diversificados,Nepal,Masc,1955-04-14,Chaudhary,Binod,No subdivisions info,No subdivisions info,1955,4,14,188.73,5.6,30641380604,12.4,142.1,70.5,20.7,41.8,28608710,28.394857,84.124008,Asia
1634,1647,1800,Tecnologia,Parker Conrad,42,United States,San Francisco,Software,United States,Masc,1980-04-13,Conrad,Parker,California,West,1980,4,13,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1635,1647,1800,Tecnologia,Tim Cook,62,United States,Cupertino,Apple,United States,Masc,1960-11-01,Cook,Tim,California,West,1960,11,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1636,1647,1800,Finanças e investimentos,Mark Coombs,62,United Kingdom,London,Finanças,United Kingdom,Masc,1961-01-01,Coombs,Mark,No subdivisions info,No subdivisions info,1961,1,1,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
1637,1647,1800,Mídia e entretenimento,John de Mol,68,Netherlands,Blaricum,TV programs,Netherlands,Masc,1955-03-24,de Mol,John,No subdivisions info,No subdivisions info,1955,3,24,115.91,2.6,909070395161,85.0,104.2,81.8,23.0,41.2,17332850,52.132633,5.291266,Europe
1638,1647,1800,Construção e engenharia,D. Leopoldo Del Pino,60,Spain,Madrid,Construção civil,Spain,Masc,1962-07-30,Del Pino,D. Leopoldo,No subdivisions info,No subdivisions info,1962,7,30,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,Europe
1639,1647,1800,Tecnologia,Diao Zhizhong,59,China,Beijing,Software,China,Masc,1963-11-06,Diao,Zhizhong,No subdivisions info,No subdivisions info,1963,11,6,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1640,1647,1800,Saúde,Robert Duggan,78,United States,Clearwater,Farmacêutico,United States,Masc,1944-04-28,Duggan,Robert,Florida,South,1944,4,28,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1641,1647,1800,Esportes,James France,78,United States,Daytona Beach,"Nascar, racing",United States,Masc,1944-10-24,France,James,Florida,South,1944,10,24,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1642,1647,1800,Saúde,Phillip Frost,86,United States,Miami Beach,Farmacêutico,United States,Masc,1936-11-11,Frost,Phillip,Florida,South,1936,11,11,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1643,1647,1800,Finanças e investimentos,Jayme Garfinkel & family,77,Brazil,Sao Paulo,Seguros,Brazil,Masc,1945-11-30,Garfinkel,Jayme,No subdivisions info,No subdivisions info,1945,11,30,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,South America
1644,1647,1800,Alimentos e bebidas,Christopher Goldsbury,80,United States,San Antonio,Salsa,United States,Masc,1943-01-01,Goldsbury,Christopher,Texas,South,1943,1,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1645,1647,1800,Saúde,Yusuf Hamied,86,India,Mumbai,Farmacêutico,India,Masc,1936-07-26,Hamied,Yusuf,No subdivisions info,No subdivisions info,1936,7,26,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1646,1647,1800,Finanças e investimentos,Brian Higgins,58,United States,New York,Fundos de hedge,United States,Masc,1965-02-08,Higgins,Brian,New York,Northeast,1965,2,8,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1647,1647,1800,Imobiliário,Wei Huang,63,China,Hangzhou,Imóveis,China,Masc,1959-09-30,Huang,Wei,No subdivisions info,No subdivisions info,1959,9,30,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1648,1647,1800,Automotivo,Yintai Jiang & family,72,China,Shanghai,Autopeças,China,Masc,1950-07-30,Jiang,Yintai,No subdivisions info,No subdivisions info,1950,7,30,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1649,1647,1800,Saúde,Lei Jin,57,China,Changchun,Farmacêutico,China,Masc,1965-08-01,Jin,Lei,No subdivisions info,No subdivisions info,1965,8,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1650,1647,1800,Saúde,Jin Lei & family,68,China,Beijing,Equipamentos médicos,China,Masc,1954-09-23,Jin,Lei,No subdivisions info,No subdivisions info,1954,9,23,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1651,1647,1800,Tecnologia,Valentin Kipyatkov,46,Cyprus,Peyia,Software,Cyprus,Masc,1976-06-05,Kipyatkov,Valentin,No subdivisions info,No subdivisions info,1976,6,5,102.51,0.3,24564647935,75.9,99.3,80.8,24.5,22.4,1198575,35.126413,33.429859,Europe
1652,1647,1800,Diversificado,Koo Kwang-mo,45,South Korea,Seoul,LG,South Korea,Masc,1978-01-23,Koo,Kwang-mo,No subdivisions info,No subdivisions info,1978,1,23,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,Asia
1653,1647,1800,Tecnologia,George Kurtz,52,United States,Paradise Valley,Software de segurança,United States,Masc,1970-10-01,Kurtz,George,Arizona,West,1970,10,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1654,1647,1800,Esportes,Joe Lacob,67,United States,Atherton,Golden State Warriors,United States,Masc,1956-01-10,Lacob,Joe,California,West,1956,1,10,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1655,1647,1800,Tecnologia,Joe Lau,33,United States,Stanford,"Blockchain, technology",United States,Masc,1989-07-01,Lau,Joe,California,West,1989,7,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1656,1647,1800,Diversificado,Louise Lindh,43,Sweden,Stockholm,Investimentos,Sweden,Fem,1979-10-20,Lindh,Louise,No subdivisions info,No subdivisions info,1979,10,20,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,Europe
1657,1647,1800,Metais e mineração,Luo Yangyong & family,47,China,Panzhihua,Mineração,China,Masc,1975-06-02,Luo,Yangyong,No subdivisions info,No subdivisions info,1975,6,2,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1658,1647,1800,Mídia e entretenimento,Joao Roberto Marinho,69,Brazil,Rio de Janeiro,Mídia,Brazil,Masc,1953-09-16,Marinho,Joao Roberto,No subdivisions info,No subdivisions info,1953,9,16,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,South America
1659,1647,1800,Mídia e entretenimento,Jose Roberto Marinho,67,Brazil,Rio de Janeiro,Mídia,Brazil,Masc,1955-12-26,Marinho,Jose Roberto,No subdivisions info,No subdivisions info,1955,12,26,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,South America
1660,1647,1800,Mídia e entretenimento,Roberto Irineu Marinho,75,Brazil,Rio de Janeiro,Mídia,Brazil,Masc,1947-10-13,Marinho,Roberto Irineu,No subdivisions info,No subdivisions info,1947,10,13,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,South America
1661,1647,1800,Saúde,Gary Michelson,74,United States,Los Angeles,Medical patents,United States,Masc,1949-01-14,Michelson,Gary,California,West,1949,1,14,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1662,1647,1800,Tecnologia,Robert G. Miller,77,Canada,Montreal,Componentes eletrônicos,Canada,Masc,1945-07-03,Miller,Robert G.,No subdivisions info,No subdivisions info,1945,7,3,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,North America
1663,1647,1800,Imobiliário,David Mindus,51,Sweden,Stockholm,Imóveis,Sweden,Masc,1972-01-26,Mindus,David,No subdivisions info,No subdivisions info,1972,1,26,110.51,1.8,530832908738,67.0,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,Europe
1664,1647,1800,Tecnologia,Adriaan Mol,39,Netherlands,Amsterdam,Fintech,Netherlands,Masc,1984-03-14,Mol,Adriaan,No subdivisions info,No subdivisions info,1984,3,14,115.91,2.6,909070395161,85.0,104.2,81.8,23.0,41.2,17332850,52.132633,5.291266,Europe
1665,1647,1800,Imobiliário,Mofatraj Munot,78,India,Mumbai,Imóveis,India,Masc,1944-10-04,Munot,Mofatraj,No subdivisions info,No subdivisions info,1944,10,4,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1667,1647,1800,Manufatura,Satyanarayan Nuwal,70,India,Nagpur,Explosivos industriais,India,Masc,1952-07-25,Nuwal,Satyanarayan,No subdivisions info,No subdivisions info,1952,7,25,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1668,1647,1800,Diversificado,Nihat Ozdemir,72,Turkey,Ankara,Diversificados,Turkey,Masc,1950-04-05,Ozdemir,Nihat,No subdivisions info,No subdivisions info,1950,4,5,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,Asia
1669,1647,1800,Tecnologia,Benjamin Zhengmin Pan & family,53,China,Shenzhen,Eletrônicos,China,Masc,1969-12-01,Pan,Benjamin Zhengmin,No subdivisions info,No subdivisions info,1969,12,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1670,1647,1800,Mídia e entretenimento,Pierre Karl Péladeau,61,Canada,Montreal,Mídia,Canada,Masc,1961-10-16,Péladeau,Pierre Karl,No subdivisions info,No subdivisions info,1961,10,16,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,North America
1671,1647,1800,Finanças e investimentos,Ronald Perelman,80,United States,New York,Aquisições alavancadas,United States,Masc,1943-01-01,Perelman,Ronald,New York,Northeast,1943,1,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1672,1647,1800,Tecnologia,Olivier Pomel,46,United States,New York,Computação em nuvem,France,Masc,1977-03-26,Pomel,Olivier,New York,Northeast,1977,3,26,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1673,1647,1800,Mídia e entretenimento,Krit Ratanarak,76,Thailand,Bangkok,"Mídia, imóveis",Thailand,Masc,1946-04-19,Ratanarak,Krit,No subdivisions info,No subdivisions info,1946,4,19,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Asia
1674,1647,1800,Manufatura,Vinod Saraf,70,India,Mumbai,Produtos químicos,India,Masc,1952-06-16,Saraf,Vinod,No subdivisions info,No subdivisions info,1952,6,16,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1675,1647,1800,Tecnologia,Karin Schick,65,Germany,Gaildorf,Tecnologia da informação,Germany,Fem,1958-01-01,Schick,Karin,No subdivisions info,No subdivisions info,1958,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
1676,1647,1800,Metais e mineração,Anatoly Sedykh,58,Russia,Moscow,Tubos de aço,Russia,Masc,1964-11-28,Sedykh,Anatoly,No subdivisions info,No subdivisions info,1964,11,28,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
1677,1647,1800,Alimentos e bebidas,Genhuo Shao,57,China,Beijing,Agronegócios,China,Masc,1965-07-29,Shao,Genhuo,No subdivisions info,No subdivisions info,1965,7,29,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1678,1647,1800,Energia,Shen Xiqiang & family,75,China,Yixing,Produtos químicos,China,Masc,1948-03-02,Shen,Xiqiang,No subdivisions info,No subdivisions info,1948,3,2,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1679,1647,1800,Tecnologia,S.D. Shibulal,68,India,Bangalore,Serviços de software,India,Masc,1955-03-01,Shibulal,S.D.,No subdivisions info,No subdivisions info,1955,3,1,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
1680,1647,1800,Moda e varejo,Suh Kyung-bae,60,South Korea,Seoul,Cosméticos,South Korea,Masc,1963-01-14,Suh,Kyung-bae,No subdivisions info,No subdivisions info,1963,1,14,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,Asia
1681,1647,1800,Alimentos e bebidas,Bambang Sutantio,64,Indonesia,Unknown,Laticínios e produtos de consumo,Indonesia,Masc,1958-12-26,Sutantio,Bambang,No subdivisions info,No subdivisions info,1958,12,26,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,Asia
1682,1647,1800,Manufatura,Sze Man Bok,73,China,Jinjiang,Produtos de higiene,China,Masc,1950-01-01,Sze,Man Bok,No subdivisions info,No subdivisions info,1950,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
1684,1647,1800,Manufatura,Tran Dinh Long,62,Vietnam,Hanoi,Aço,Vietnam,Masc,1961-01-01,Tran Dinh,Long,No subdivisions info,No subdivisions info,1961,1,1,163.52,2.8,261921244843,28.5,110.6,75.3,19.1,37.6,96462106,14.058324,108.277199,Asia
1685,1647,1800,Tecnologia,Alan Trefler,67,United States,Brookline,Software,United States,Masc,1956-03-10,Trefler,Alan,Massachusetts,Northeast,1956,3,10,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
1686,1647,1800,Finanças e investimentos,Riaz Valani,46,United States,Malibu,Cigarros eletrônicos,United States,Masc,1976-09-01,Valani,Riaz,California,West,1976,9,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
